12400,bits
66,0000
65,0001
68,0010
67,0011
90,0100
89,0101
86,01100
85,01101
88,01110
87,01111
74,10000
73,10001
76,10010
75,10011
70,10100
69,10101
72,10110
71,10111
82,11000
81,11001
84,11010
83,11011
78,11100
77,11101
80,11110
79,11111
